HR,PGE,SCE,SDGE,VEA,CAISO,Datetime
10,10718.17,10965.25,1859.56,75.2,23618.18,2023-02-08 10:00:00
11,9770.74,10946.85,1698.06,64.06,22479.71,2023-02-08 11:00:00
12,9119.43,10644.12,1654.97,55.62,21474.13,2023-02-08 12:00:00
13,8874.92,10433.6,1634.15,51.42,20994.09,2023-02-08 13:00:00
14,8737.52,10427.76,1694.87,49.95,20910.09,2023-02-08 14:00:00
15,8882.79,10173.91,1830.09,50.25,20937.04,2023-02-08 15:00:00
16,9590.16,10243.26,1993.37,51.77,21878.57,2023-02-08 16:00:00
17,10374.55,10460.84,2182.61,55.58,23073.58,2023-02-08 17:00:00
18,11692.75,11318.12,2492.95,70.8,25574.62,2023-02-08 18:00:00
19,12313.92,11711.06,2610.48,75.41,26710.86,2023-02-08 19:00:00
20,12172.66,11533.67,2568.19,76.57,26351.08,2023-02-08 20:00:00
21,11853.83,11281.68,2482.82,77.58,25695.9,2023-02-08 21:00:00
22,11488.9,11090.66,2372.52,70.86,25022.95,2023-02-08 22:00:00
23,10824.27,10563.3,2198.56,69.04,23655.17,2023-02-08 23:00:00
0,10179.7,9917.24,2064.63,68.93,22230.49,2023-02-09 00:00:00
1,10240.0,9600.47,2114.1,70.57,22025.14,2023-02-09 01:00:00
2,9918.97,9219.14,1986.43,71.98,21196.52,2023-02-09 02:00:00
3,9734.88,8812.86,1950.31,73.77,20571.81,2023-02-09 03:00:00
4,9673.53,8786.09,1911.85,75.91,20447.39,2023-02-09 04:00:00
5,10001.21,9185.27,1974.94,81.12,21242.54,2023-02-09 05:00:00
6,10586.71,9905.09,2116.06,95.26,22703.12,2023-02-09 06:00:00
7,11563.42,10922.57,2353.04,104.69,24943.71,2023-02-09 07:00:00
8,12122.01,11135.36,2401.87,96.04,25755.28,2023-02-09 08:00:00
9,11399.82,10634.74,2127.03,77.67,24239.26,2023-02-09 09:00:00
10,10316.16,10622.42,1805.48,71.24,22815.3,2023-02-09 10:00:00
11,9411.58,11021.75,1640.56,63.02,22136.91,2023-02-09 11:00:00
12,9181.9,10962.94,1506.78,56.7,21708.33,2023-02-09 12:00:00
13,8835.11,10733.43,1528.57,52.75,21149.86,2023-02-09 13:00:00
14,9032.3,10754.83,1766.6,51.0,21604.74,2023-02-09 14:00:00
15,9309.98,10458.44,1996.34,51.11,21815.86,2023-02-09 15:00:00
16,9699.85,10339.97,2164.33,52.85,22256.99,2023-02-09 16:00:00
17,10455.51,10627.99,2277.21,56.38,23417.09,2023-02-09 17:00:00
18,11556.5,11454.0,2531.16,74.43,25616.09,2023-02-09 18:00:00
19,12106.78,11750.93,2629.54,80.07,26567.32,2023-02-09 19:00:00
20,11968.42,11439.84,2539.45,81.13,26028.83,2023-02-09 20:00:00
21,11671.43,11203.63,2477.79,83.76,25436.61,2023-02-09 21:00:00
22,11311.24,10999.32,2355.2,76.22,24741.98,2023-02-09 22:00:00
23,10650.56,10400.65,2174.28,74.84,23300.32,2023-02-09 23:00:00
0,10171.03,9761.72,2002.21,74.86,22009.82,2023-02-10 00:00:00
1,10091.6,9377.0,2016.98,76.91,21562.48,2023-02-10 01:00:00
2,9729.72,9058.9,1949.67,79.4,20817.69,2023-02-10 02:00:00
3,9522.55,8865.15,1929.07,83.47,20400.24,2023-02-10 03:00:00
4,9591.6,8769.83,1891.65,87.38,20340.45,2023-02-10 04:00:00
5,9769.14,8950.08,1904.35,93.92,20717.49,2023-02-10 05:00:00
6,10349.17,9715.39,2061.56,103.18,22229.31,2023-02-10 06:00:00
7,11215.14,10675.77,2256.12,120.11,24267.14,2023-02-10 07:00:00
8,11835.45,10775.7,2317.54,109.18,25037.87,2023-02-10 08:00:00
9,11409.64,10487.21,2053.37,91.99,24042.2,2023-02-10 09:00:00
10,10424.8,10596.23,1748.29,75.57,22844.89,2023-02-10 10:00:00
11,10216.34,10886.71,1693.94,63.59,22860.58,2023-02-10 11:00:00
12,9809.71,10613.52,1573.66,55.36,22052.24,2023-02-10 12:00:00
13,9643.32,10182.73,1700.39,51.11,21577.54,2023-02-10 13:00:00
14,9739.75,10129.35,1686.88,47.97,21603.96,2023-02-10 14:00:00
15,9992.97,9972.25,1915.15,48.12,21928.48,2023-02-10 15:00:00
16,9862.73,9823.91,2135.02,50.04,21871.7,2023-02-10 16:00:00
17,10572.72,10325.81,2376.42,56.48,23331.43,2023-02-10 17:00:00
18,11598.33,11164.31,2496.26,72.49,25331.4,2023-02-10 18:00:00
19,12158.03,11299.8,2548.0,79.38,26085.21,2023-02-10 19:00:00
20,11912.57,11179.96,2396.62,81.61,25570.76,2023-02-10 20:00:00
21,11696.75,10912.98,2363.75,82.52,25055.99,2023-02-10 21:00:00
22,11341.96,10640.77,2285.35,83.59,24351.67,2023-02-10 22:00:00
23,10835.88,10358.13,2164.48,75.08,23433.56,2023-02-10 23:00:00
0,10240.72,9876.45,2038.15,74.22,22229.55,2023-02-11 00:00:00
1,10125.07,9253.36,2016.29,74.16,21468.88,2023-02-11 01:00:00
2,9916.88,8880.83,1953.36,74.36,20825.44,2023-02-11 02:00:00
3,9649.58,8593.32,1881.79,75.87,20200.55,2023-02-11 03:00:00
4,9482.2,8400.35,1850.18,77.17,19809.89,2023-02-11 04:00:00
5,9535.64,8423.83,1888.36,79.29,19927.12,2023-02-11 05:00:00
6,9794.95,8672.1,1882.06,82.52,20431.63,2023-02-11 06:00:00
7,10272.35,9128.58,1971.93,94.18,21467.05,2023-02-11 07:00:00
8,10623.86,9155.35,1886.6,88.37,21754.17,2023-02-11 08:00:00
9,10368.97,8961.52,1685.01,86.26,21101.75,2023-02-11 09:00:00
10,9947.72,8962.53,1614.97,77.61,20602.82,2023-02-11 10:00:00
11,9518.23,9430.09,1611.68,65.69,20625.69,2023-02-11 11:00:00
12,9474.13,9481.04,1459.34,54.49,20469.01,2023-02-11 12:00:00
13,9186.73,9462.25,1622.5,49.6,20321.07,2023-02-11 13:00:00
14,8762.6,9356.05,1600.25,47.44,19766.34,2023-02-11 14:00:00
15,8892.71,9025.62,1706.02,47.51,19671.86,2023-02-11 15:00:00
16,9355.41,8690.78,1989.05,49.95,20085.19,2023-02-11 16:00:00
17,10055.42,9046.94,2061.19,54.14,21217.69,2023-02-11 17:00:00
18,10962.2,10322.37,2356.18,71.9,23712.65,2023-02-11 18:00:00
19,11604.08,10801.87,2505.48,75.78,24987.21,2023-02-11 19:00:00
20,11488.5,10687.87,2423.91,77.9,24678.18,2023-02-11 20:00:00
21,11300.06,10583.42,2358.07,78.67,24320.22,2023-02-11 21:00:00
22,11022.08,10492.74,2296.24,70.8,23881.86,2023-02-11 22:00:00
23,10740.02,10139.43,2177.26,69.65,23126.36,2023-02-11 23:00:00
0,10407.47,9798.7,2064.42,69.63,22340.21,2023-02-12 00:00:00
1,10009.62,9301.28,2057.87,70.11,21438.88,2023-02-12 01:00:00
2,9735.61,9070.82,2038.72,71.34,20916.49,2023-02-12 02:00:00
3,9496.09,8778.12,1911.12,72.07,20257.41,2023-02-12 03:00:00
4,9391.86,8533.44,1888.09,74.0,19887.39,2023-02-12 04:00:00
5,9469.32,8596.78,1880.99,77.49,20024.57,2023-02-12 05:00:00
6,9706.49,8713.87,1953.35,82.38,20456.09,2023-02-12 06:00:00
7,10107.0,9085.98,1977.5,95.63,21266.11,2023-02-12 07:00:00
8,10438.91,9008.02,1806.88,91.48,21345.29,2023-02-12 08:00:00
9,9797.78,8628.75,1553.33,86.9,20066.77,2023-02-12 09:00:00
10,8997.82,8399.38,1369.44,77.8,18844.45,2023-02-12 10:00:00
11,8249.01,8681.01,1191.37,67.81,18189.2,2023-02-12 11:00:00
12,7702.66,9129.91,1254.63,60.89,18148.1,2023-02-12 12:00:00
13,7335.87,9068.85,1246.08,54.77,17705.58,2023-02-12 13:00:00
14,7564.05,9240.72,1308.9,52.82,18166.49,2023-02-12 14:00:00
15,7836.01,9261.36,1718.12,53.49,18868.98,2023-02-12 15:00:00
16,8484.82,8945.42,2134.44,54.83,19619.52,2023-02-12 16:00:00
17,9171.85,9331.42,2203.95,58.44,20765.66,2023-02-12 17:00:00
18,10410.78,10231.15,2528.79,71.78,23242.51,2023-02-12 18:00:00
19,11142.55,10665.39,2577.3,74.87,24460.11,2023-02-12 19:00:00
20,10976.42,10648.2,2457.61,75.59,24157.81,2023-02-12 20:00:00
21,11030.81,10588.41,2414.55,68.08,24101.85,2023-02-12 21:00:00
22,10754.99,10490.37,2350.84,65.06,23661.25,2023-02-12 22:00:00
23,10208.19,10066.46,2194.66,62.34,22531.65,2023-02-12 23:00:00
0,10052.14,9464.02,2155.19,60.72,21732.07,2023-02-13 00:00:00
1,10174.85,9109.3,2121.67,60.56,21466.38,2023-02-13 01:00:00
2,9567.32,8784.17,2021.16,61.63,20434.27,2023-02-13 02:00:00
3,9459.4,8650.31,1974.84,64.01,20148.56,2023-02-13 03:00:00
4,9386.31,8530.99,1984.93,67.06,19969.29,2023-02-13 04:00:00
5,9628.23,8932.7,2039.53,71.69,20672.15,2023-02-13 05:00:00
6,10037.65,9775.23,2106.57,86.81,22006.26,2023-02-13 06:00:00
7,11155.48,10733.78,2304.31,95.26,24288.83,2023-02-13 07:00:00
8,11722.35,10969.58,2288.49,86.64,25067.05,2023-02-13 08:00:00
9,11073.18,10660.37,1942.5,75.37,23751.41,2023-02-13 09:00:00
10,10079.35,10321.14,1601.1,65.24,22066.83,2023-02-13 10:00:00
11,9511.47,10548.87,1432.55,57.71,21550.59,2023-02-13 11:00:00
12,8973.16,10551.55,1268.97,52.52,20846.2,2023-02-13 12:00:00
13,8680.17,10612.73,1432.37,49.42,20774.68,2023-02-13 13:00:00
14,8780.54,10507.78,1567.24,47.48,20903.04,2023-02-13 14:00:00
15,9105.24,10436.88,1835.5,48.53,21426.15,2023-02-13 15:00:00
16,9463.0,10323.39,1861.69,54.17,21702.24,2023-02-13 16:00:00
17,10297.48,10428.79,2206.97,56.83,22990.08,2023-02-13 17:00:00
18,11737.01,11388.67,2597.93,71.81,25795.42,2023-02-13 18:00:00
19,12412.66,11819.14,2733.11,76.9,27041.81,2023-02-13 19:00:00
20,12229.4,11764.07,2656.41,78.55,26728.43,2023-02-13 20:00:00
21,11928.84,11536.46,2578.65,78.26,26122.21,2023-02-13 21:00:00
22,11611.37,11210.73,2414.01,68.57,25304.69,2023-02-13 22:00:00
23,10871.1,10707.99,2230.39,65.55,23875.02,2023-02-13 23:00:00
0,10105.72,10045.85,2061.15,64.05,22276.79,2023-02-14 00:00:00
1,9731.96,9572.92,2067.84,63.87,21436.59,2023-02-14 01:00:00
2,9459.84,9241.67,2020.39,63.96,20785.86,2023-02-14 02:00:00
3,9543.67,8990.79,1978.9,65.98,20579.34,2023-02-14 03:00:00
4,9857.18,8862.76,1886.26,68.7,20674.91,2023-02-14 04:00:00
5,9887.57,9023.44,1929.24,74.03,20914.28,2023-02-14 05:00:00
6,10620.06,9730.76,2118.08,81.91,22550.81,2023-02-14 06:00:00
7,11897.68,10729.56,2293.55,98.35,25019.15,2023-02-14 07:00:00
8,12526.23,11123.21,2349.77,96.98,26096.19,2023-02-14 08:00:00
9,11604.37,11371.47,2221.85,80.42,25278.11,2023-02-14 09:00:00
10,10433.9,11104.02,2336.32,78.89,23953.13,2023-02-14 10:00:00
11,9516.73,10938.93,2211.34,94.75,22761.76,2023-02-14 11:00:00
12,9170.67,10617.93,2058.8,103.77,21951.18,2023-02-14 12:00:00
13,9055.3,10746.64,2092.0,104.37,21998.3,2023-02-14 13:00:00
14,9491.49,10738.46,2120.29,94.0,22444.25,2023-02-14 14:00:00
15,9667.01,10729.46,2174.53,86.8,22657.8,2023-02-14 15:00:00
16,10307.35,10989.32,2469.83,88.85,23855.35,2023-02-14 16:00:00
17,11216.96,11221.69,2587.26,100.66,25126.57,2023-02-14 17:00:00
18,12323.36,11860.57,2790.17,113.54,27087.64,2023-02-14 18:00:00
19,13093.43,12306.84,2854.36,117.29,28371.92,2023-02-14 19:00:00
20,13028.6,12282.53,2745.3,114.61,28171.04,2023-02-14 20:00:00
21,12762.7,12164.54,2712.12,112.79,27752.14,2023-02-14 21:00:00
22,12351.18,11906.97,2561.48,110.18,26929.8,2023-02-14 22:00:00
23,11598.45,11356.14,2334.18,98.35,25387.12,2023-02-14 23:00:00
0,10928.09,10627.99,2169.82,97.1,23823.0,2023-02-15 00:00:00
1,10596.02,10260.25,2169.19,98.6,23124.06,2023-02-15 01:00:00
2,10361.86,9955.56,2164.31,100.37,22582.09,2023-02-15 02:00:00
3,10140.42,9638.33,2080.32,102.43,21961.5,2023-02-15 03:00:00
4,10120.5,9532.46,2025.96,105.38,21784.29,2023-02-15 04:00:00
5,10374.67,9847.79,2107.03,109.04,22438.53,2023-02-15 05:00:00
6,11183.54,10613.97,2263.89,115.84,24177.24,2023-02-15 06:00:00
7,12404.56,11600.84,2556.28,131.32,26693.0,2023-02-15 07:00:00
8,12758.54,11856.08,2566.3,118.79,27299.71,2023-02-15 08:00:00
9,11640.98,11773.89,2205.32,106.89,25727.09,2023-02-15 09:00:00
10,10672.24,11199.98,1834.18,97.34,23803.74,2023-02-15 10:00:00
11,9902.12,11016.87,1531.94,88.71,22539.64,2023-02-15 11:00:00
12,9503.45,10907.03,1431.08,81.2,21922.76,2023-02-15 12:00:00
13,9276.77,10444.19,1367.46,75.92,21164.34,2023-02-15 13:00:00
14,9180.3,10149.27,1443.02,71.28,20843.87,2023-02-15 14:00:00
15,9630.87,9993.77,1645.7,70.06,21340.4,2023-02-15 15:00:00
16,9756.46,9921.97,1791.9,73.48,21543.8,2023-02-15 16:00:00
17,10623.02,10548.72,2187.69,80.57,23440.0,2023-02-15 17:00:00
18,12091.67,11710.27,2589.7,101.58,26493.23,2023-02-15 18:00:00
19,12951.11,12413.55,2748.62,108.91,28222.19,2023-02-15 19:00:00
20,12836.82,12466.61,2728.3,109.62,28141.35,2023-02-15 20:00:00
21,12640.51,12167.72,2661.95,107.46,27577.64,2023-02-15 21:00:00
22,12247.07,11961.05,2563.57,105.03,26876.71,2023-02-15 22:00:00
23,11523.57,11499.49,2409.33,93.74,25526.13,2023-02-15 23:00:00
0,10888.12,10924.48,2273.06,91.63,24177.29,2023-02-16 00:00:00
1,10583.54,10418.57,2205.32,91.55,23298.98,2023-02-16 01:00:00
2,10373.87,10128.07,2177.44,94.3,22773.68,2023-02-16 02:00:00
3,10269.25,9940.37,2117.09,99.22,22425.92,2023-02-16 03:00:00
4,10289.42,10029.87,2113.64,103.79,22536.72,2023-02-16 04:00:00
5,10611.91,10183.43,2161.83,111.24,23068.41,2023-02-16 05:00:00
6,11418.72,10996.59,2299.22,126.97,24841.5,2023-02-16 06:00:00
7,12578.39,11956.51,2573.67,138.85,27247.42,2023-02-16 07:00:00
8,13060.13,12144.43,2596.27,133.8,27934.64,2023-02-16 08:00:00
9,12321.0,11909.91,2301.85,109.12,26641.88,2023-02-16 09:00:00
10,11492.37,11480.43,1925.76,93.71,24992.26,2023-02-16 10:00:00
11,10453.05,11431.3,1595.18,80.78,23560.32,2023-02-16 11:00:00
12,10231.39,10946.72,1486.02,69.91,22734.04,2023-02-16 12:00:00
13,10219.45,11056.39,1400.92,64.08,22740.84,2023-02-16 13:00:00
14,10036.97,10731.45,1440.54,60.21,22269.17,2023-02-16 14:00:00
15,10065.9,10261.16,1610.03,58.72,21995.8,2023-02-16 15:00:00
16,10313.38,10131.99,1789.69,60.45,22295.5,2023-02-16 16:00:00
17,11066.18,10568.97,2204.31,75.66,23915.12,2023-02-16 17:00:00
18,12783.29,11002.0,2559.02,117.25,26461.56,2023-02-16 18:00:00
19,13052.03,12297.37,2722.56,98.22,28170.18,2023-02-16 19:00:00
20,12893.78,12359.0,2694.73,102.39,28049.9,2023-02-16 20:00:00
21,12551.71,12109.09,2621.89,103.68,27386.38,2023-02-16 21:00:00
22,12124.23,11810.07,2523.02,102.12,26559.43,2023-02-16 22:00:00
23,11413.9,11272.63,2340.19,92.96,25119.68,2023-02-16 23:00:00
0,10736.26,10707.61,2181.33,91.69,23716.9,2023-02-17 00:00:00
1,10501.88,10332.8,2203.38,92.19,23130.25,2023-02-17 01:00:00
2,10250.86,9933.2,2107.98,93.49,22385.53,2023-02-17 02:00:00
3,10056.53,9877.87,2095.27,96.63,22126.31,2023-02-17 03:00:00
4,9921.55,9775.12,2060.01,99.9,21856.6,2023-02-17 04:00:00
5,10120.24,9801.46,2098.25,105.37,22125.32,2023-02-17 05:00:00
6,10814.61,10554.48,2216.45,121.97,23707.51,2023-02-17 06:00:00
7,11935.95,11463.6,2407.02,132.08,25938.65,2023-02-17 07:00:00
8,12349.17,11661.1,2452.98,123.39,26586.64,2023-02-17 08:00:00
9,11637.08,11438.33,2211.35,107.35,25394.12,2023-02-17 09:00:00
10,10581.1,11069.99,1910.52,91.09,23652.69,2023-02-17 10:00:00
11,9640.95,10825.7,1694.35,77.33,22238.33,2023-02-17 11:00:00
12,9040.75,10703.93,1623.42,66.95,21435.05,2023-02-17 12:00:00
13,8625.7,10505.94,1488.63,61.47,20681.75,2023-02-17 13:00:00
14,8541.78,10386.21,1584.09,58.75,20570.83,2023-02-17 14:00:00
15,8743.76,10035.31,1731.73,58.09,20568.9,2023-02-17 15:00:00
16,9100.6,9741.16,1694.36,61.22,20597.33,2023-02-17 16:00:00
17,10347.18,10219.04,2107.63,74.72,22748.57,2023-02-17 17:00:00
18,11664.23,11120.65,2457.58,85.24,25327.71,2023-02-17 18:00:00
19,12342.64,11502.49,2608.65,93.78,26547.55,2023-02-17 19:00:00
20,12178.76,11401.67,2559.73,95.98,26236.13,2023-02-17 20:00:00
21,11958.86,11439.51,2503.18,98.7,26000.25,2023-02-17 21:00:00
22,11658.48,11329.81,2422.83,99.33,25510.44,2023-02-17 22:00:00
23,11117.22,10967.51,2270.56,89.55,24444.84,2023-02-17 23:00:00
0,10589.4,10438.33,2144.61,89.08,23261.42,2023-02-18 00:00:00
1,10226.83,10150.98,2068.66,88.73,22535.2,2023-02-18 01:00:00
2,9903.63,9607.17,1993.84,91.31,21595.94,2023-02-18 02:00:00
3,9701.03,9499.6,1904.3,94.29,21199.23,2023-02-18 03:00:00
4,9666.91,9582.92,1893.43,96.26,21239.51,2023-02-18 04:00:00
5,9822.99,9298.51,1935.95,101.4,21158.85,2023-02-18 05:00:00
6,10029.92,9539.68,1961.81,108.63,21640.04,2023-02-18 06:00:00
7,10563.01,9865.76,2054.18,125.19,22608.13,2023-02-18 07:00:00
8,10783.38,9883.29,2147.21,113.49,22927.37,2023-02-18 08:00:00
9,9965.15,10065.38,1977.8,96.9,22105.24,2023-02-18 09:00:00
10,8973.99,9635.6,1698.35,81.56,20389.49,2023-02-18 10:00:00
11,8400.25,9165.7,1607.62,67.23,19240.81,2023-02-18 11:00:00
12,8258.45,9338.45,1510.27,56.85,19164.02,2023-02-18 12:00:00
13,7875.99,9455.33,1253.85,51.48,18636.64,2023-02-18 13:00:00
14,8090.37,9377.37,1276.66,48.2,18792.6,2023-02-18 14:00:00
15,8227.39,8451.84,1491.84,46.76,18217.83,2023-02-18 15:00:00
16,8616.99,8573.52,1583.44,50.11,18824.06,2023-02-18 16:00:00
17,9373.44,8996.21,1827.99,53.94,20251.58,2023-02-18 17:00:00
18,10577.94,10154.44,2242.59,71.05,23046.01,2023-02-18 18:00:00
19,11277.85,10808.31,2415.21,78.93,24580.3,2023-02-18 19:00:00
20,11190.84,10929.99,2401.6,81.1,24603.54,2023-02-18 20:00:00
21,11149.93,10649.1,2353.25,83.2,24235.48,2023-02-18 21:00:00
22,11146.85,10514.09,2314.69,75.77,24051.41,2023-02-18 22:00:00
23,10714.35,10229.86,2170.92,75.93,23191.06,2023-02-18 23:00:00
0,10214.51,9875.2,2069.75,76.58,22236.04,2023-02-19 00:00:00
1,10053.36,9588.55,2038.8,78.8,21759.51,2023-02-19 01:00:00
2,9811.66,9328.44,1986.47,81.16,21207.72,2023-02-19 02:00:00
3,9616.2,9097.05,1924.96,84.96,20723.16,2023-02-19 03:00:00
4,9550.16,8861.41,1892.49,87.72,20391.78,2023-02-19 04:00:00
5,9578.05,8812.15,1917.18,92.97,20400.35,2023-02-19 05:00:00
6,9820.25,9236.22,1991.22,100.66,21148.36,2023-02-19 06:00:00
7,10308.8,9427.62,2056.02,108.86,21901.3,2023-02-19 07:00:00
8,10456.53,9082.87,1992.8,106.84,21639.04,2023-02-19 08:00:00
9,9911.08,9263.34,2064.12,90.43,21328.97,2023-02-19 09:00:00
10,9116.37,8484.08,1962.58,75.46,19638.5,2023-02-19 10:00:00
11,8231.73,8332.97,1804.77,62.57,18432.03,2023-02-19 11:00:00
12,7706.36,8101.85,1857.97,52.89,17719.06,2023-02-19 12:00:00
13,7336.55,7731.04,1903.59,47.29,17018.48,2023-02-19 13:00:00
14,7310.3,7367.79,2139.49,44.71,16862.3,2023-02-19 14:00:00
15,7616.97,7487.53,2275.45,44.63,17424.57,2023-02-19 15:00:00
16,8366.82,7951.35,2181.72,48.29,18548.18,2023-02-19 16:00:00
17,9086.95,9001.26,2377.44,52.01,20517.66,2023-02-19 17:00:00
18,10175.29,10034.55,2431.15,69.27,22710.26,2023-02-19 18:00:00
19,11053.14,10820.2,2491.53,75.81,24440.69,2023-02-19 19:00:00
20,11031.93,10854.5,2442.42,77.38,24406.23,2023-02-19 20:00:00
21,10831.34,10669.97,2377.82,78.09,23957.22,2023-02-19 21:00:00
22,10749.19,10460.17,2312.98,69.91,23592.25,2023-02-19 22:00:00
23,10456.81,10228.67,2176.57,69.99,22932.04,2023-02-19 23:00:00
0,9911.84,9668.63,2056.04,70.85,21707.37,2023-02-20 00:00:00
1,9738.97,9332.45,2117.39,72.37,21261.17,2023-02-20 01:00:00
2,9463.17,9057.38,2009.32,74.83,20604.69,2023-02-20 02:00:00
3,9319.88,8950.59,1959.2,78.33,20308.0,2023-02-20 03:00:00
4,9316.27,8989.75,1937.29,82.19,20325.49,2023-02-20 04:00:00
5,9514.48,9116.66,2035.29,87.97,20754.4,2023-02-20 05:00:00
6,9981.91,9741.12,2072.24,95.87,21891.13,2023-02-20 06:00:00
7,10677.2,10315.26,2216.16,104.76,23313.38,2023-02-20 07:00:00
8,10859.06,10318.76,2199.2,99.07,23476.1,2023-02-20 08:00:00
9,10500.92,10480.72,1927.0,84.66,22993.3,2023-02-20 09:00:00
10,9684.38,10239.9,1698.1,70.69,21693.08,2023-02-20 10:00:00
11,9097.99,10111.94,1477.78,59.46,20747.17,2023-02-20 11:00:00
12,8831.03,9565.98,1364.23,52.19,19813.43,2023-02-20 12:00:00
13,8725.11,9160.96,1409.27,48.89,19344.23,2023-02-20 13:00:00
14,8864.83,9080.33,1596.56,47.76,19589.48,2023-02-20 14:00:00
15,8628.51,9194.69,1681.69,46.9,19551.79,2023-02-20 15:00:00
16,9191.1,9404.27,1853.15,50.26,20498.77,2023-02-20 16:00:00
17,9833.06,10095.74,2060.51,62.78,22052.09,2023-02-20 17:00:00
18,11131.53,10958.19,2421.38,71.17,24582.28,2023-02-20 18:00:00
19,11813.47,11327.89,2588.94,74.58,25804.87,2023-02-20 19:00:00
20,11644.94,11264.52,2543.2,74.83,25527.49,2023-02-20 20:00:00
21,11285.6,11065.84,2489.77,74.87,24916.08,2023-02-20 21:00:00
22,10911.48,10848.1,2343.08,66.46,24169.12,2023-02-20 22:00:00
23,10236.54,10384.05,2175.76,63.62,22859.97,2023-02-20 23:00:00
0,9656.25,9686.08,2045.04,63.45,21450.81,2023-02-21 00:00:00
1,9645.0,9248.85,2057.76,64.27,21015.88,2023-02-21 01:00:00
2,9579.24,8925.05,2048.47,67.34,20620.09,2023-02-21 02:00:00
3,9408.82,8695.73,2041.48,70.93,20216.96,2023-02-21 03:00:00
4,9468.64,8713.56,2009.39,75.53,20267.13,2023-02-21 04:00:00
5,9695.61,8982.97,2017.91,82.24,20778.72,2023-02-21 05:00:00
6,10203.57,9610.21,2080.7,91.5,21985.98,2023-02-21 06:00:00
7,10934.93,10465.43,2317.23,107.79,23825.38,2023-02-21 07:00:00
8,11424.34,10748.22,2301.38,94.91,24568.85,2023-02-21 08:00:00
9,11269.12,10897.44,2142.76,83.01,24392.34,2023-02-21 09:00:00
10,10627.43,10819.46,1690.21,70.52,23207.61,2023-02-21 10:00:00
11,9564.56,10338.35,1830.8,60.55,21794.26,2023-02-21 11:00:00
12,9205.77,9994.84,1776.69,53.46,21030.76,2023-02-21 12:00:00
13,9644.39,10336.94,1716.59,53.06,21750.97,2023-02-21 13:00:00
14,9414.0,10237.98,1876.58,53.41,21581.98,2023-02-21 14:00:00
15,9059.47,10065.75,2038.12,56.14,21219.48,2023-02-21 15:00:00
16,9466.7,10352.66,2238.11,57.91,22115.38,2023-02-21 16:00:00
17,10396.37,10726.63,2776.86,68.42,23968.28,2023-02-21 17:00:00
18,11518.43,11527.96,2697.53,77.18,25821.09,2023-02-21 18:00:00
19,12429.99,11744.14,2690.29,80.68,26945.11,2023-02-21 19:00:00
20,12227.85,11775.08,2642.9,79.44,26725.26,2023-02-21 20:00:00
21,11982.81,11554.74,2549.39,80.65,26167.6,2023-02-21 21:00:00
22,11586.47,11388.34,2439.41,71.9,25486.12,2023-02-21 22:00:00
23,11149.76,10749.57,2290.45,70.02,24259.79,2023-02-21 23:00:00
0,10574.72,10236.71,2259.07,70.05,23140.54,2023-02-22 00:00:00
1,10401.7,9710.04,2192.82,72.73,22377.29,2023-02-22 01:00:00
2,10171.43,9441.72,2151.4,74.24,21838.8,2023-02-22 02:00:00
3,10018.78,9225.52,2139.11,77.0,21460.42,2023-02-22 03:00:00
4,9978.59,9226.67,2104.23,82.09,21391.58,2023-02-22 04:00:00
5,10178.73,9531.74,2125.9,88.64,21925.0,2023-02-22 05:00:00
6,10623.24,10202.86,2181.08,96.24,23103.41,2023-02-22 06:00:00
7,11688.41,11036.07,2344.83,112.52,25181.83,2023-02-22 07:00:00
8,12081.49,11279.27,2254.04,111.99,25726.79,2023-02-22 08:00:00
9,11261.02,11390.1,2104.15,91.63,24846.9,2023-02-22 09:00:00
10,10382.15,10625.64,2034.42,82.06,23124.27,2023-02-22 10:00:00
11,9803.34,10624.43,1571.77,77.22,22076.77,2023-02-22 11:00:00
12,9405.12,10787.0,1375.95,85.26,21653.34,2023-02-22 12:00:00
13,9615.62,10558.39,1450.01,89.25,21713.26,2023-02-22 13:00:00
14,9332.19,10269.23,1443.45,87.52,21132.39,2023-02-22 14:00:00
15,9676.2,10669.56,1711.37,87.87,22145.01,2023-02-22 15:00:00
16,9926.34,10860.72,1878.26,89.19,22754.52,2023-02-22 16:00:00
17,10945.14,11048.17,2229.02,101.79,24324.11,2023-02-22 17:00:00
18,12211.51,12032.55,2653.16,107.75,27004.97,2023-02-22 18:00:00
19,13041.15,12783.63,2819.37,111.89,28756.05,2023-02-22 19:00:00
20,12982.37,12769.81,2775.42,113.43,28641.03,2023-02-22 20:00:00
21,12686.94,12589.58,2684.03,110.98,28071.53,2023-02-22 21:00:00
22,12356.07,12201.82,2563.06,107.87,27228.83,2023-02-22 22:00:00
23,11608.62,11576.19,2371.62,102.69,25659.12,2023-02-22 23:00:00
0,11047.56,10971.6,2224.48,95.04,24338.69,2023-02-23 00:00:00
1,10911.51,10387.44,2173.52,94.69,23567.16,2023-02-23 01:00:00
2,10952.31,10190.97,2163.69,95.61,23402.59,2023-02-23 02:00:00
3,10687.75,9841.32,2047.56,96.8,22673.42,2023-02-23 03:00:00
4,10653.81,9697.99,1991.28,98.3,22441.38,2023-02-23 04:00:00
5,10418.0,9948.57,2032.67,103.36,22502.6,2023-02-23 05:00:00
6,11074.37,10592.35,2194.82,118.22,23979.76,2023-02-23 06:00:00
7,12134.21,11727.97,2389.36,128.21,26379.75,2023-02-23 07:00:00
